"student_id","student_name","gender","class_name","class_teacher","teacher_phone","subject_name","subject_teacher","term_name","year","ca1","ca2","exam","total","grade","school_fees_paid","payment_date","parent_name","parent_phone"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","1st",2024,17,6,44,67,"B","Yes","2024-02-18","mr  Akinlade","08047627490"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","1st",2024,10,11,46,67,"B","Yes","2024-02-18","mr  Akinlade","08047627490"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","1st",2024,10,12,41,63,"B","Yes","2024-02-18","mr  Akinlade","08047627490"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","2nd",2024,9,18,41,68,"B","No",NULL,"mr  Akinlade","08047627490"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","2nd",2024,11,14,51,76,"A","No",NULL,"mr  Akinlade","08047627490"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","2nd",2024,8,19,36,63,"B","No",NULL,"mr  Akinlade","08047627490"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","2nd",2024,14,13,39,66,"B","No",NULL,"mr  Akinlade","08047627490"
"STU0446","JAKE  Akinlade","F","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","2nd",2024,14,17,36,67,"B","No",NULL,"mr  Akinlade","08047627490"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,16,18,34,68,"B","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,11,7,47,65,"B","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,15,19,50,84,"A","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,8,9,53,70,"A","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,16,8,44,68,"B","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,13,11,39,63,"B","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,17,16,52,85,"A","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,19,17,58,94,"A","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,12,16,51,79,"A","No",NULL,"mr FASHOLA","08069473299"
"STU0447","stephen FASHOLA","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,12,7,55,74,"A","No",NULL,"mr FASHOLA","08069473299"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,14,18,30,62,"B","No",NULL,"MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,10,5,54,69,"B","No",NULL,"MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,18,6,40,64,"B","No",NULL,"MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,6,11,47,64,"B","No",NULL,"MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,14,12,35,61,"B","No",NULL,"MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,18,11,52,81,"A","Yes","2024-04-28","MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,10,14,40,64,"B","Yes","2024-04-28","MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,13,17,38,68,"B","Yes","2024-04-28","MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,19,11,38,68,"B","Yes","2024-04-28","MR Ekechukwu","08069286198"
"STU0448","Kester Ekechukwu","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,17,14,32,63,"B","Yes","2024-04-28","MR Ekechukwu","08069286198"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,7,5,50,62,"B","Yes","2024-02-26","Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,19,8,31,58,"C","Yes","2024-02-26","Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,13,7,44,64,"B","Yes","2024-02-26","Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,12,10,59,81,"A","Yes","2024-02-26","Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,17,9,30,56,"C","Yes","2024-02-26","Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,8,7,30,45,"F","No",NULL,"Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,16,19,50,85,"A","No",NULL,"Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,10,6,44,60,"B","No",NULL,"Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,18,7,40,65,"B","No",NULL,"Mr Popoola","08079158328"
"STU0449","Justin Popoola","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,18,19,35,72,"A","No",NULL,"Mr Popoola","08079158328"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,8,13,34,55,"C","Yes","2024-01-17","Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,8,6,35,49,"F","Yes","2024-01-17","Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,14,6,57,77,"A","Yes","2024-01-17","Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,17,11,48,76,"A","Yes","2024-01-17","Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,13,15,50,78,"A","Yes","2024-01-17","Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,12,15,35,62,"B","No",NULL,"Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,18,16,55,89,"A","No",NULL,"Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,12,17,42,71,"A","No",NULL,"Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,15,16,48,79,"A","No",NULL,"Mister Ojo","08035872271"
"STU0450","Pollyanna Ojo","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,7,9,56,72,"A","No",NULL,"Mister Ojo","08035872271"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,14,7,53,74,"A","No",NULL,"mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,14,17,57,88,"A","No",NULL,"mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,18,12,47,77,"A","No",NULL,"mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,16,8,39,63,"B","No",NULL,"mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,17,5,33,55,"C","No",NULL,"mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,16,17,58,91,"A","Yes","2024-01-21","mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,15,17,33,65,"B","Yes","2024-01-21","mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,14,13,32,59,"C","Yes","2024-01-21","mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,19,6,54,79,"A","Yes","2024-01-21","mr Ezeokafor","08059439358"
"STU0451","benita Ezeokafor","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,13,5,35,53,"C","Yes","2024-01-21","mr Ezeokafor","08059439358"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,14,12,32,58,"C","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,15,13,47,75,"A","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,10,5,58,73,"A","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,11,7,52,70,"A","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,8,13,34,55,"C","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,7,19,37,63,"B","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,10,6,48,64,"B","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,12,19,55,86,"A","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,11,14,35,60,"B","No",NULL,"Mrs Akinyemi","08075603845"
"STU0452","SOLOMON Akinyemi","M","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,18,5,38,61,"B","No",NULL,"Mrs Akinyemi","08075603845"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,7,18,34,59,"C","Yes","2024-01-05","mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,11,19,36,66,"B","Yes","2024-01-05","mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,7,19,49,75,"A","Yes","2024-01-05","mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,14,11,53,78,"A","Yes","2024-01-05","mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,6,13,52,71,"A","Yes","2024-01-05","mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,17,12,35,64,"B","No",NULL,"mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,10,13,33,56,"C","No",NULL,"mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,15,15,34,64,"B","No",NULL,"mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,13,5,49,67,"B","No",NULL,"mr Yakubu","08022132198"
"STU0453","Prosper Yakubu","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,11,15,44,70,"A","No",NULL,"mr Yakubu","08022132198"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,13,19,43,75,"A","Yes","2024-04-16","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,17,15,57,89,"A","Yes","2024-04-16","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,17,14,51,82,"A","Yes","2024-04-16","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,16,12,58,86,"A","Yes","2024-04-16","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,13,14,33,60,"B","Yes","2024-04-16","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,5,18,53,76,"A","Yes","2024-02-12","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,6,15,45,66,"B","Yes","2024-02-12","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,5,17,36,58,"C","Yes","2024-02-12","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,16,14,38,68,"B","Yes","2024-02-12","MR ADEWALE","08096889858"
"STU0454","Weneydarl ADEWALE","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,15,19,57,91,"A","Yes","2024-02-12","MR ADEWALE","08096889858"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","1st",2024,16,13,32,61,"B","No",NULL,"Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","1st",2024,10,11,43,64,"B","No",NULL,"Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","1st",2024,14,13,44,71,"A","No",NULL,"Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","1st",2024,6,12,43,61,"B","No",NULL,"Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","1st",2024,11,8,47,66,"B","No",NULL,"Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","2nd",2024,12,15,34,61,"B","Yes","2024-04-02","Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","2nd",2024,10,18,56,84,"A","Yes","2024-04-02","Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","2nd",2024,11,19,44,74,"A","Yes","2024-04-02","Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","2nd",2024,14,5,53,72,"A","Yes","2024-04-02","Misses Jimoh","08027758896"
"STU0455","Tife Jimoh","M","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","2nd",2024,8,17,54,79,"A","Yes","2024-04-02","Misses Jimoh","08027758896"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,5,15,47,67,"B","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,18,10,40,68,"B","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,14,15,59,88,"A","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,5,8,53,66,"B","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,19,14,45,78,"A","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,9,17,38,64,"B","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","2nd",2024,15,15,35,65,"B","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","2nd",2024,5,10,35,50,"C","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","2nd",2024,17,10,53,80,"A","No",NULL,"mr OYEDELE","08066882385"
"STU0456","amara OYEDELE","F","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","2nd",2024,19,10,34,63,"B","No",NULL,"mr OYEDELE","08066882385"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","1st",2024,19,15,47,81,"A","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","1st",2024,8,18,44,70,"A","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","1st",2024,14,9,55,78,"A","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","1st",2024,8,6,36,50,"C","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","1st",2024,14,14,47,75,"A","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Mathematics","Mr Bello Ahmed","2nd",2024,5,18,50,73,"A","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","English","Mrs Johnson Mary","2nd",2024,16,17,30,63,"B","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Biology","Dr Adebayo Tunde","2nd",2024,5,19,30,54,"C","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Chemistry","Mr Musa Lawal","2nd",2024,10,13,55,78,"A","No",NULL,"mrs Fashola","08023732098"
"STU0457","lylian Fashola","F","SS1","Miss Ademide Joanna","08031234567","Physics","Mr Okonkwo James","2nd",2024,17,15,57,89,"A","No",NULL,"mrs Fashola","08023732098"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,5,9,38,52,"C","No",NULL,"mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,18,13,46,77,"A","No",NULL,"mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,12,5,44,61,"B","No",NULL,"mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,12,5,41,58,"C","No",NULL,"mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,9,12,35,56,"C","No",NULL,"mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,13,5,54,72,"A","Yes","2024-04-24","mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,5,14,39,58,"C","Yes","2024-04-24","mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,7,5,48,60,"B","Yes","2024-04-24","mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,16,15,58,89,"A","Yes","2024-04-24","mr Adekunle","08024509544"
"STU0458","Esther Adekunle","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,6,6,38,50,"C","Yes","2024-04-24","mr Adekunle","08024509544"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","1st",2024,12,5,57,74,"A","Yes","2024-04-18","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","1st",2024,18,8,58,84,"A","Yes","2024-04-18","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","1st",2024,5,5,41,51,"C","Yes","2024-04-18","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","1st",2024,16,8,47,71,"A","Yes","2024-04-18","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","1st",2024,7,15,54,76,"A","Yes","2024-04-18","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Mathematics","Mr Bello Ahmed","2nd",2024,6,8,46,60,"B","Yes","2024-04-14","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","English","Mrs Johnson Mary","2nd",2024,6,9,43,58,"C","Yes","2024-04-14","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Biology","Dr Adebayo Tunde","2nd",2024,14,19,30,63,"B","Yes","2024-04-14","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Chemistry","Mr Musa Lawal","2nd",2024,15,11,49,75,"A","Yes","2024-04-14","mr Ojo","08098062882"
"STU0459","Prince Ojo","F","SS3","Mr Yusuf Ibrahim","08023455599","Physics","Mr Okonkwo James","2nd",2024,10,12,58,80,"A","Yes","2024-04-14","mr Ojo","08098062882"
"STU0460","timmy Yakubuovitch","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","1st",2024,10,18,31,59,"C","Yes","2024-02-05","Mr Yakubuovitch","08090535106"
"STU0460","timmy Yakubuovitch","M","SS2","Mr Okoye John","08033445566","English","Mrs Johnson Mary","1st",2024,5,12,53,70,"A","Yes","2024-02-05","Mr Yakubuovitch","08090535106"
"STU0460","timmy Yakubuovitch","M","SS2","Mr Okoye John","08033445566","Biology","Dr Adebayo Tunde","1st",2024,13,10,41,64,"B","Yes","2024-02-05","Mr Yakubuovitch","08090535106"
"STU0460","timmy Yakubuovitch","M","SS2","Mr Okoye John","08033445566","Chemistry","Mr Musa Lawal","1st",2024,5,18,54,77,"A","Yes","2024-02-05","Mr Yakubuovitch","08090535106"
"STU0460","timmy Yakubuovitch","M","SS2","Mr Okoye John","08033445566","Physics","Mr Okonkwo James","1st",2024,16,17,44,77,"A","Yes","2024-02-05","Mr Yakubuovitch","08090535106"
"STU0460","timmy Yakubuovitch","M","SS2","Mr Okoye John","08033445566","Mathematics","Mr Bello Ahmed","2nd",2024,18,7,56,81,"A","Yes","2024-02-01","Mr Yakubuovitch","08090535106"
